-182.384, 78.697, 1.828,  1.765
-182.338, 78.655, 1.835,  1.798
-182.291, 78.613, 1.841,  1.831
-182.245, 78.571, 1.847,  1.864
-182.199, 78.529, 1.852,  1.897
-182.152, 78.487, 1.856,  1.930
-182.106, 78.445, 1.860,  1.963
-182.059, 78.402, 1.864,  1.996
-182.012, 78.360, 1.867,  2.029
-181.965, 78.318, 1.870,  2.062
-181.919, 78.276, 1.872,  2.095
-181.872, 78.233, 1.874,  2.128
-181.825, 78.191, 1.876,  2.161
-181.778, 78.149, 1.878,  2.194
-181.732, 78.106, 1.879,  2.227
-181.685, 78.064, 1.881,  2.260
-181.638, 78.022, 1.882,  2.293
-181.592, 77.979, 1.883,  2.326
-181.545, 77.936, 1.884,  2.359
-181.499, 77.894, 1.884,  2.392
-181.452, 77.851, 1.886,  2.425
-181.406, 77.808, 1.888,  2.458
-181.361, 77.764, 1.889,  2.491
-181.315, 77.720, 1.890,  2.524
-181.270, 77.676, 1.891,  2.557
-181.226, 77.631, 1.891,  2.590
-181.182, 77.586, 1.892,  2.623
-181.139, 77.540, 1.892,  2.656
-181.096, 77.493, 1.892,  2.689
-181.053, 77.447, 1.891,  2.722
-181.012, 77.399, 1.892,  2.755
-180.971, 77.351, 1.888,  2.788
-180.931, 77.303, 1.884,  2.821
-180.891, 77.254, 1.882,  2.854
-180.852, 77.205, 1.881,  2.887
-180.813, 77.155, 1.881,  2.920
-180.775, 77.105, 1.883,  2.953
-180.737, 77.054, 1.885,  2.986
-180.700, 77.004, 1.888,  3.019
-180.662, 76.953, 1.891,  3.052
-180.624, 76.902, 1.896,  3.085
-180.586, 76.851, 1.900,  3.118
-180.549, 76.799, 1.899,  3.151
-180.514, 76.747, 1.896,  3.184
-180.479, 76.693, 1.892,  3.217
-180.446, 76.639, 1.889,  3.250
-180.414, 76.584, 1.886,  3.283
-180.383, 76.528, 1.883,  3.316
-180.355, 76.471, 1.871,  3.349
-180.329, 76.413, 1.851,  3.382
-180.307, 76.353, 1.827,  3.415
-180.287, 76.293, 1.817,  3.448
-180.270, 76.232, 1.821,  3.481
-180.254, 76.169, 1.822,  3.514
-180.240, 76.106, 1.821,  3.547
-180.228, 76.042, 1.817,  3.580
-180.219, 75.978, 1.814,  3.613
-180.212, 75.913, 1.811,  3.646
-180.207, 75.847, 1.810,  3.679
-180.205, 75.780, 1.811,  3.712
-180.205, 75.714, 1.813,  3.745
-180.208, 75.646, 1.818,  3.778
-180.213, 75.578, 1.828,  3.811
-180.218, 75.510, 1.864,  3.844
-180.225, 75.440, 1.907,  3.877
-180.231, 75.369, 1.946,  3.910
-180.238, 75.298, 1.976,  3.943
-180.245, 75.227, 1.999,  3.976
-180.253, 75.155, 2.017,  4.009
-180.262, 75.083, 2.029,  4.042
-180.272, 75.011, 2.039,  4.075
-180.282, 74.940, 2.047,  4.108
-180.294, 74.868, 2.054,  4.141
-180.307, 74.796, 2.059,  4.174
-180.322, 74.725, 2.065,  4.207
-180.337, 74.653, 2.070,  4.240
-180.354, 74.582, 2.075,  4.273
-180.373, 74.511, 2.080,  4.306
-180.393, 74.440, 2.087,  4.339
-180.414, 74.368, 2.107,  4.372
-180.435, 74.297, 2.129,  4.405
-180.456, 74.225, 2.148,  4.438
-180.478, 74.153, 2.163,  4.471
-180.500, 74.081, 2.175,  4.504
-180.522, 74.009, 2.184,  4.537
-180.546, 73.937, 2.191,  4.570
-180.569, 73.865, 2.197,  4.603
-180.594, 73.793, 2.202,  4.636
-180.619, 73.722, 2.207,  4.669
-180.644, 73.651, 2.211,  4.702
-180.671, 73.580, 2.214,  4.735
-180.699, 73.509, 2.218,  4.768
-180.728, 73.438, 2.221,  4.801
-180.757, 73.368, 2.235,  4.834
-180.785, 73.297, 2.250,  4.867
-180.814, 73.226, 2.262,  4.900
-180.843, 73.154, 2.271,  4.933
-180.872, 73.083, 2.279,  4.966
-180.901, 73.011, 2.285,  4.999
-180.930, 72.939, 2.290,  5.032
-180.959, 72.868, 2.295,  5.065
-180.988, 72.796, 2.299,  5.098
-181.018, 72.725, 2.302,  5.131
-181.049, 72.653, 2.305,  5.164
-181.080, 72.582, 2.307,  5.197
-181.111, 72.511, 2.310,  5.230
-181.143, 72.440, 2.316,  5.263
-181.175, 72.369, 2.327,  5.296
-181.206, 72.297, 2.338,  5.329
-181.236, 72.224, 2.346,  5.362
-181.266, 72.152, 2.352,  5.395
-181.295, 72.078, 2.358,  5.428
-181.323, 72.005, 2.362,  5.461
-181.351, 71.931, 2.366,  5.494
-181.379, 71.857, 2.371,  5.527
-181.407, 71.783, 2.375,  5.560
-181.435, 71.709, 2.378,  5.593
-181.464, 71.635, 2.382,  5.626
-181.493, 71.561, 2.385,  5.659
-181.524, 71.487, 2.388,  5.692
-181.554, 71.413, 2.396,  5.725
-181.582, 71.338, 2.404,  5.758
-181.609, 71.263, 2.410,  5.791
-181.635, 71.187, 2.413,  5.824
-181.658, 71.110, 2.415,  5.857
-181.680, 71.032, 2.417,  5.890
-181.701, 70.954, 2.421,  5.923
-181.721, 70.875, 2.428,  5.956
-181.742, 70.797, 2.439,  5.989
-181.764, 70.718, 2.450,  6.022
-181.787, 70.639, 2.459,  6.055
-181.812, 70.561, 2.465,  6.088
-181.838, 70.483, 2.470,  6.121
-181.862, 70.404, 2.472,  6.154
-181.882, 70.324, 2.468,  6.187
-181.899, 70.244, 2.460,  6.220
-181.911, 70.162, 2.447,  6.253
-181.921, 70.080, 2.448,  6.286
-181.931, 69.998, 2.471,  6.319
-181.940, 69.915, 2.489,  6.352
-181.948, 69.831, 2.497,  6.385
-181.954, 69.747, 2.497,  6.418
-181.957, 69.662, 2.496,  6.451
-181.958, 69.578, 2.495,  6.484
-181.957, 69.493, 2.495,  6.517
-181.953, 69.408, 2.495,  6.550
-181.948, 69.323, 2.513,  6.583
-181.942, 69.236, 2.546,  6.616
-181.937, 69.149, 2.575,  6.649
-181.932, 69.061, 2.597,  6.682
-181.928, 68.973, 2.612,  6.715
-181.923, 68.885, 2.622,  6.748
-181.917, 68.797, 2.629,  6.781
-181.910, 68.708, 2.634,  6.814
-181.902, 68.620, 2.637,  6.847
-181.892, 68.532, 2.640,  6.880
-181.880, 68.443, 2.642,  6.913
-181.866, 68.355, 2.645,  6.946
-181.851, 68.266, 2.659,  6.979
-181.836, 68.177, 2.684,  7.012
-181.822, 68.087, 2.706,  7.045
-181.807, 67.996, 2.722,  7.078
-181.793, 67.906, 2.734,  7.111
-181.779, 67.815, 2.743,  7.144
-181.765, 67.724, 2.750,  7.177
-181.749, 67.633, 2.755,  7.210
-181.732, 67.542, 2.760,  7.243
-181.714, 67.451, 2.764,  7.276
-181.695, 67.360, 2.767,  7.309
-181.674, 67.270, 2.773,  7.342
-181.653, 67.178, 2.793,  7.375
-181.633, 67.086, 2.813,  7.408
-181.613, 66.994, 2.827,  7.441
-181.595, 66.901, 2.838,  7.474
-181.577, 66.807, 2.846,  7.507
-181.559, 66.714, 2.853,  7.540
-181.540, 66.620, 2.859,  7.573
-181.520, 66.527, 2.865,  7.606
-181.500, 66.433, 2.870,  7.639
-181.477, 66.340, 2.873,  7.672
-181.453, 66.247, 2.880,  7.705
-181.430, 66.153, 2.897,  7.738
-181.409, 66.058, 2.913,  7.771
-181.389, 65.963, 2.924,  7.804
-181.370, 65.867, 2.932,  7.837
-181.353, 65.770, 2.939,  7.870
-181.336, 65.674, 2.947,  7.903
-181.318, 65.577, 2.956,  7.936
-181.299, 65.480, 2.963,  7.969
-181.278, 65.383, 2.969,  8.002
-181.255, 65.287, 2.974,  8.035
-181.232, 65.190, 2.984,  8.068
-181.210, 65.093, 2.998,  8.101
-181.190, 64.994, 3.009,  8.134
-181.173, 64.895, 3.016,  8.167
-181.157, 64.796, 3.020,  8.200
-181.144, 64.696, 3.027,  8.233
-181.130, 64.596, 3.041,  8.266
-181.114, 64.495, 3.055,  8.299
-181.095, 64.395, 3.064,  8.332
-181.080, 64.293, 3.067,  8.365
-181.070, 64.192, 3.062,  8.398
-181.064, 64.090, 3.051,  8.431
-181.062, 63.987, 3.053,  8.464
-181.059, 63.884, 3.084,  8.497
-181.055, 63.780, 3.113,  8.530
-181.051, 63.675, 3.132,  8.563
-181.047, 63.570, 3.140,  8.596
-181.046, 63.465, 3.141,  8.629
-181.048, 63.360, 3.141,  8.662
-181.053, 63.255, 3.141,  8.695
-181.061, 63.149, 3.142,  8.728
-181.069, 63.043, 3.169,  8.761
-181.076, 62.936, 3.200,  8.794
-181.082, 62.828, 3.225,  8.827
-181.087, 62.720, 3.241,  8.860
-181.092, 62.612, 3.252,  8.893
-181.098, 62.503, 3.258,  8.926
-181.106, 62.394, 3.262,  8.959
-181.115, 62.285, 3.265,  8.992
-181.128, 62.177, 3.267,  9.025
-181.142, 62.068, 3.274,  9.058
-181.156, 61.958, 3.299,  9.091
-181.169, 61.848, 3.323,  9.124
-181.180, 61.737, 3.341,  9.157
-181.191, 61.626, 3.353,  9.190
-181.201, 61.514, 3.363,  9.223
-181.213, 61.402, 3.370,  9.256
-181.226, 61.290, 3.375,  9.289
-181.241, 61.179, 3.379,  9.322
-181.259, 61.067, 3.382,  9.355
-181.277, 60.955, 3.402,  9.388
-181.294, 60.842, 3.423,  9.421
-181.309, 60.728, 3.440,  9.454
-181.322, 60.614, 3.452,  9.487
-181.334, 60.499, 3.462,  9.520
-181.347, 60.384, 3.471,  9.553
-181.362, 60.269, 3.479,  9.586
-181.379, 60.154, 3.485,  9.619
-181.399, 60.039, 3.489,  9.652
-181.419, 59.924, 3.505,  9.685
-181.437, 59.808, 3.524,  9.718
-181.453, 59.691, 3.538,  9.751
-181.466, 59.574, 3.548,  9.784
-181.478, 59.456, 3.558,  9.817
-181.490, 59.338, 3.571,  9.850
-181.505, 59.219, 3.581,  9.883
-181.523, 59.101, 3.589,  9.916
-181.544, 58.983, 3.594,  9.949
-181.564, 58.864, 3.610,  9.982
-181.582, 58.745, 3.628, 10.015
-181.596, 58.625, 3.632, 10.048
-181.605, 58.504, 3.635, 10.081
-181.613, 58.382, 3.648, 10.114
-181.619, 58.261, 3.656, 10.147
-181.620, 58.138, 3.658, 10.180
-181.619, 58.016, 3.660, 10.213
-181.613, 57.893, 3.666, 10.246
-181.608, 57.770, 3.698, 10.279
-181.605, 57.645, 3.732, 10.312
-181.603, 57.520, 3.757, 10.345
-181.602, 57.394, 3.773, 10.378
-181.600, 57.268, 3.782, 10.411
-181.596, 57.141, 3.787, 10.444
-181.589, 57.015, 3.789, 10.477
-181.578, 56.889, 3.791, 10.510
-181.567, 56.762, 3.810, 10.543
-181.557, 56.635, 3.838, 10.576
-181.548, 56.506, 3.860, 10.609
-181.541, 56.377, 3.876, 10.642
-181.534, 56.248, 3.887, 10.675
-181.526, 56.118, 3.895, 10.708
-181.515, 55.989, 3.901, 10.741
-181.500, 55.859, 3.904, 10.774
-181.485, 55.729, 3.918, 10.807
-181.471, 55.599, 3.942, 10.840
-181.458, 55.467, 3.961, 10.873
-181.448, 55.335, 3.976, 10.906
-181.438, 55.203, 3.988, 10.939
-181.427, 55.070, 3.998, 10.972
-181.414, 54.937, 4.006, 11.005
-181.397, 54.805, 4.011, 11.038
-181.379, 54.672, 4.025, 11.071
-181.363, 54.538, 4.046, 11.104
-181.349, 54.403, 4.063, 11.137
-181.338, 54.268, 4.074, 11.170
-181.327, 54.132, 4.087, 11.203
-181.315, 53.996, 4.100, 11.236
-181.300, 53.860, 4.109, 11.269
-181.282, 53.724, 4.115, 11.302
-181.263, 53.588, 4.132, 11.335
-181.246, 53.451, 4.151, 11.368
-181.232, 53.313, 4.164, 11.401
-181.221, 53.174, 4.172, 11.434
-181.214, 53.035, 4.177, 11.467
-181.211, 52.895, 4.180, 11.500
-181.212, 52.756, 4.183, 11.533
-181.217, 52.616, 4.186, 11.566
-181.222, 52.475, 4.218, 11.599
-181.225, 52.333, 4.252, 11.632
-181.227, 52.190, 4.277, 11.665
-181.228, 52.047, 4.295, 11.698
-181.230, 51.904, 4.304, 11.731
-181.236, 51.760, 4.308, 11.764
-181.246, 51.616, 4.310, 11.797
-181.257, 51.472, 4.327, 11.830
-181.266, 51.328, 4.354, 11.863
-181.274, 51.182, 4.377, 11.896
-181.281, 51.036, 4.395, 11.929
-181.287, 50.889, 4.408, 11.962
-181.297, 50.742, 4.416, 11.995
-181.309, 50.595, 4.421, 12.028
-181.325, 50.448, 4.432, 12.061
-181.339, 50.300, 4.456, 12.094
-181.350, 50.151, 4.477, 12.127
-181.360, 50.002, 4.493, 12.160
-181.369, 49.852, 4.508, 12.193
-181.381, 49.702, 4.519, 12.226
-181.395, 49.552, 4.528, 12.259
-181.413, 49.402, 4.537, 12.292
-181.429, 49.251, 4.558, 12.325
-181.443, 49.099, 4.578, 12.358
-181.454, 48.946, 4.592, 12.391
-181.465, 48.793, 4.608, 12.424
-181.478, 48.640, 4.622, 12.457
-181.494, 48.486, 4.632, 12.490
-181.512, 48.332, 4.643, 12.523
-181.530, 48.178, 4.664, 12.556
-181.543, 48.023, 4.674, 12.589
-181.552, 47.867, 4.686, 12.622
-181.559, 47.711, 4.699, 12.655
-181.562, 47.554, 4.708, 12.688
-181.560, 47.396, 4.712, 12.721
-181.555, 47.239, 4.725, 12.754
-181.551, 47.080, 4.757, 12.787
-181.549, 46.920, 4.789, 12.820
-181.548, 46.760, 4.812, 12.853
-181.545, 46.599, 4.827, 12.886
-181.540, 46.438, 4.836, 12.919
-181.531, 46.277, 4.840, 12.952
-181.520, 46.115, 4.859, 12.985
-181.511, 45.953, 4.886, 13.018
-181.503, 45.790, 4.909, 13.051
-181.497, 45.626, 4.927, 13.084
-181.489, 45.461, 4.941, 13.117
-181.478, 45.297, 4.949, 13.150
-181.463, 45.132, 4.957, 13.183
-181.449, 44.967, 4.981, 13.216
-181.437, 44.801, 5.004, 13.249
-181.428, 44.634, 5.022, 13.282
-181.418, 44.466, 5.039, 13.315
-181.405, 44.298, 5.051, 13.348
-181.388, 44.131, 5.053, 13.381
-181.371, 43.963, 5.045, 13.414
-181.357, 43.796, 5.030, 13.447
-181.345, 43.630, 5.019, 13.480
-181.335, 43.463, 5.015, 13.513
-181.322, 43.296, 5.019, 13.546
-181.306, 43.130, 5.025, 13.579
-181.287, 42.963, 5.036, 13.612
-181.270, 42.795, 5.057, 13.645
-181.259, 42.627, 5.073, 13.678
-181.249, 42.457, 5.102, 13.711
-181.243, 42.286, 5.122, 13.744
-181.242, 42.115, 5.138, 13.777
-181.244, 41.942, 5.152, 13.810
-181.248, 41.769, 5.188, 13.843
-181.250, 41.595, 5.230, 13.876
-181.250, 41.420, 5.267, 13.909
-181.252, 41.243, 5.295, 13.942
-181.256, 41.066, 5.314, 13.975
-181.265, 40.889, 5.329, 14.008
-181.275, 40.710, 5.357, 14.041
-181.283, 40.531, 5.390, 14.074
-181.289, 40.351, 5.421, 14.107
-181.295, 40.169, 5.445, 14.140
-181.305, 39.988, 5.463, 14.173
-181.318, 39.806, 5.477, 14.206
-181.332, 39.623, 5.502, 14.239
-181.343, 39.439, 5.531, 14.272
-181.353, 39.254, 5.556, 14.305
-181.363, 39.069, 5.578, 14.338
-181.376, 38.883, 5.595, 14.371
-181.392, 38.697, 5.609, 14.404
-181.408, 38.510, 5.634, 14.437
-181.422, 38.322, 5.659, 14.470
-181.432, 38.133, 5.681, 14.503
-181.444, 37.944, 5.701, 14.536
-181.460, 37.754, 5.719, 14.569
-181.478, 37.564, 5.734, 14.602
-181.495, 37.373, 5.759, 14.635
-181.509, 37.181, 5.781, 14.668
-181.519, 36.988, 5.798, 14.701
-181.524, 36.794, 5.810, 14.734
-181.525, 36.600, 5.819, 14.767
-181.523, 36.405, 5.839, 14.800
-181.522, 36.210, 5.873, 14.833
-181.522, 36.013, 5.904, 14.866
-181.522, 35.816, 5.927, 14.899
-181.518, 35.618, 5.941, 14.932
-181.509, 35.420, 5.950, 14.965
-181.500, 35.221, 5.976, 14.998
-181.494, 35.021, 6.004, 15.031
-181.489, 34.820, 6.029, 15.064
-181.481, 34.619, 6.047, 15.097
-181.469, 34.417, 6.060, 15.130
-181.456, 34.215, 6.079, 15.163
-181.445, 34.013, 6.103, 15.196
-181.436, 33.809, 6.126, 15.229
-181.426, 33.604, 6.148, 15.262
-181.412, 33.399, 6.164, 15.295
-181.396, 33.194, 6.180, 15.328
-181.381, 32.988, 6.204, 15.361
-181.369, 32.781, 6.226, 15.394
-181.358, 32.573, 6.249, 15.427
-181.343, 32.365, 6.269, 15.460
-181.325, 32.156, 6.283, 15.493
-181.308, 31.947, 6.307, 15.526
-181.294, 31.737, 6.329, 15.559
-181.282, 31.525, 6.351, 15.592
-181.274, 31.314, 6.363, 15.625
-181.272, 31.101, 6.367, 15.658
-181.273, 30.888, 6.392, 15.691
-181.271, 30.674, 6.430, 15.724
-181.269, 30.459, 6.463, 15.757
-181.271, 30.242, 6.484, 15.790
-181.276, 30.026, 6.495, 15.823
-181.284, 29.809, 6.518, 15.856
-181.289, 29.591, 6.547, 15.889
-181.293, 29.372, 6.573, 15.922
-181.300, 29.153, 6.592, 15.955
-181.311, 28.933, 6.604, 15.988
-181.322, 28.713, 6.626, 16.021
-181.332, 28.491, 6.652, 16.054
-181.340, 28.269, 6.676, 16.087
-181.350, 28.046, 6.697, 16.120
-181.365, 27.823, 6.711, 16.153
-181.380, 27.599, 6.736, 16.186
-181.392, 27.374, 6.761, 16.219
-181.402, 27.149, 6.784, 16.252
-181.415, 26.922, 6.806, 16.285
-181.433, 26.696, 6.822, 16.318
-181.449, 26.468, 6.848, 16.351
-181.462, 26.240, 6.872, 16.384
-181.474, 26.010, 6.896, 16.417
-181.482, 25.780, 6.911, 16.450
-181.484, 25.550, 6.915, 16.483
-181.485, 25.318, 6.943, 16.516
-181.488, 25.086, 6.978, 16.549
-181.488, 24.853, 7.007, 16.582
-181.485, 24.619, 7.025, 16.615
-181.478, 24.384, 7.046, 16.648
-181.472, 24.148, 7.077, 16.681
-181.469, 23.912, 7.105, 16.714
-181.463, 23.674, 7.128, 16.747
-181.452, 23.437, 7.143, 16.780
-181.440, 23.198, 7.169, 16.813
-181.431, 22.959, 7.196, 16.846
-181.423, 22.718, 7.222, 16.879
-181.411, 22.478, 7.242, 16.912
-181.396, 22.236, 7.260, 16.945
-181.382, 21.994, 7.287, 16.978
-181.371, 21.751, 7.311, 17.011
-181.359, 21.507, 7.336, 17.044
-181.343, 21.262, 7.356, 17.077
-181.326, 21.017, 7.382, 17.110
-181.312, 20.771, 7.407, 17.143
-181.299, 20.524, 7.432, 17.176
-181.284, 20.276, 7.455, 17.209
-181.273, 20.027, 7.468, 17.242
-181.268, 19.778, 7.486, 17.275
-181.261, 19.527, 7.518, 17.308
-181.257, 19.276, 7.542, 17.341
-181.259, 19.024, 7.557, 17.374
-181.262, 18.771, 7.588, 17.407
-181.263, 18.517, 7.622, 17.440
-181.265, 18.263, 7.652, 17.473
-181.272, 18.007, 7.673, 17.506
-181.279, 17.751, 7.700, 17.539
-181.285, 17.493, 7.729, 17.572
-181.291, 17.235, 7.757, 17.605
-181.302, 16.976, 7.777, 17.638
-181.313, 16.716, 7.805, 17.671
-181.321, 16.456, 7.832, 17.704
-181.331, 16.194, 7.859, 17.737
-181.345, 15.932, 7.880, 17.770
-181.358, 15.669, 7.909, 17.803
-181.369, 15.405, 7.935, 17.836
-181.381, 15.140, 7.962, 17.869
-181.397, 14.874, 7.985, 17.902
-181.411, 14.608, 8.013, 17.935
-181.422, 14.340, 8.039, 17.968
-181.437, 14.072, 8.066, 18.001
-181.453, 13.803, 8.093, 18.034
-181.465, 13.533, 8.113, 18.067
-181.473, 13.262, 8.136, 18.100
-181.476, 12.991, 8.154, 18.133
-181.476, 12.718, 8.183, 18.166
-181.479, 12.444, 8.220, 18.199
-181.479, 12.169, 8.251, 18.232
-181.474, 11.894, 8.272, 18.265
-181.469, 11.617, 8.305, 18.298
-181.466, 11.340, 8.339, 18.331
-181.459, 11.061, 8.366, 18.364
-181.449, 10.782, 8.393, 18.397
-181.441, 10.501, 8.424, 18.430
-181.432, 10.220, 8.455, 18.463
-181.420, 9.938, 8.479, 18.496
-181.407, 9.655, 8.509, 18.529
-181.397, 9.371, 8.538, 18.562
-181.384, 9.086, 8.567, 18.595
-181.368, 8.800, 8.593, 18.628
-181.355, 8.513, 8.623, 18.661
-181.342, 8.225, 8.653, 18.694
-181.326, 7.937, 8.679, 18.727
-181.310, 7.647, 8.710, 18.760
-181.296, 7.356, 8.737, 18.793
-181.281, 7.065, 8.766, 18.826
-181.263, 6.772, 8.795, 18.859
-181.251, 6.479, 8.817, 18.892
-181.241, 6.185, 8.843, 18.925
-181.237, 5.889, 8.863, 18.958
-181.234, 5.593, 8.897, 18.991
-181.230, 5.295, 8.935, 19.024
-181.230, 4.997, 8.964, 19.057
-181.232, 4.697, 8.995, 19.090
-181.234, 4.396, 9.030, 19.123
-181.237, 4.094, 9.063, 19.156
-181.245, 3.792, 9.089, 19.189
-181.252, 3.488, 9.123, 19.222
-181.258, 3.183, 9.157, 19.255
-181.268, 2.877, 9.185, 19.288
-181.279, 2.570, 9.218, 19.321
-181.288, 2.263, 9.250, 19.354
-181.300, 1.954, 9.280, 19.387
-181.313, 1.644, 9.311, 19.420
-181.324, 1.333, 9.342, 19.453
-181.337, 1.021, 9.374, 19.486
-181.352, 0.708, 9.403, 19.519
-181.365, 0.394, 9.434, 19.552
-181.379, 0.079, 9.468, 19.585
-181.395, -0.237, 9.496, 19.618
-181.410, -0.554, 9.528, 19.651
-181.421, -0.872, 9.555, 19.684
-181.426, -1.191, 9.573, 19.717
-181.430, -1.511, 9.608, 19.750
-181.434, -1.832, 9.648, 19.783
-181.434, -2.154, 9.677, 19.816
-181.432, -2.478, 9.713, 19.849
-181.430, -2.802, 9.751, 19.882
-181.425, -3.128, 9.782, 19.915
-181.418, -3.455, 9.817, 19.948
-181.412, -3.783, 9.852, 19.981
-181.404, -4.112, 9.885, 20.014
-181.393, -4.442, 9.919, 20.047
-181.383, -4.774, 9.953, 20.080
-181.371, -5.106, 9.986, 20.113
-181.357, -5.439, 10.020, 20.146
-181.346, -5.774, 10.053, 20.179
-181.331, -6.109, 10.087, 20.212
-181.316, -6.446, 10.121, 20.245
-181.302, -6.784, 10.154, 20.278
-181.287, -7.123, 10.188, 20.311
-181.270, -7.463, 10.222, 20.344
-181.256, -7.804, 10.254, 20.377
-181.239, -8.147, 10.289, 20.410
-181.228, -8.490, 10.312, 20.443
-181.218, -8.834, 10.349, 20.476
-181.212, -9.180, 10.379, 20.509
-181.208, -9.527, 10.414, 20.542
-181.204, -9.875, 10.455, 20.575
-181.203, -10.225, 10.488, 20.608
-181.205, -10.575, 10.526, 20.641
-181.206, -10.927, 10.565, 20.674
-181.211, -11.280, 10.598, 20.707
-181.216, -11.634, 10.636, 20.740
-181.222, -11.990, 10.674, 20.773
-181.231, -12.346, 10.707, 20.806
-181.240, -12.704, 10.745, 20.839
-181.250, -13.063, 10.783, 20.872
-181.262, -13.423, 10.817, 20.905
-181.274, -13.784, 10.853, 20.938
-181.286, -14.147, 10.891, 20.971
-181.300, -14.510, 10.928, 21.004
-181.312, -14.875, 10.963, 21.037
-181.326, -15.242, 11.000, 21.070
-181.341, -15.609, 11.038, 21.103
-181.354, -15.977, 11.074, 21.136
-181.362, -16.347, 11.100, 21.169
-181.367, -16.718, 11.136, 21.202
-181.372, -17.090, 11.177, 21.235
-181.372, -17.464, 11.209, 21.268
-181.372, -17.838, 11.251, 21.301
-181.370, -18.214, 11.291, 21.334
-181.365, -18.592, 11.329, 21.367
-181.361, -18.970, 11.370, 21.400
-181.353, -19.350, 11.407, 21.433
-181.344, -19.731, 11.447, 21.466
-181.335, -20.114, 11.488, 21.499
-181.322, -20.497, 11.524, 21.532
-181.310, -20.882, 11.564, 21.565
-181.296, -21.268, 11.605, 21.598
-181.281, -21.656, 11.645, 21.631
-181.267, -22.045, 11.684, 21.664
-181.250, -22.435, 11.722, 21.697
-181.234, -22.826, 11.762, 21.730
-181.218, -23.219, 11.803, 21.763
-181.200, -23.613, 11.843, 21.796
-181.184, -24.008, 11.881, 21.829
-181.173, -24.405, 11.911, 21.862
-181.164, -24.803, 11.951, 21.895
-181.157, -25.202, 11.993, 21.928
-181.153, -25.603, 12.031, 21.961
-181.149, -26.005, 12.076, 21.994
-181.148, -26.409, 12.116, 22.027
-181.149, -26.814, 12.160, 22.060
-181.151, -27.220, 12.204, 22.093
-181.156, -27.628, 12.244, 22.126
-181.161, -28.037, 12.287, 22.159
-181.169, -28.448, 12.327, 22.192
-181.177, -28.860, 12.371, 22.225
-181.186, -29.273, 12.415, 22.258
-181.198, -29.688, 12.458, 22.291
-181.208, -30.104, 12.500, 22.324
-181.221, -30.522, 12.540, 22.357
-181.233, -30.940, 12.583, 22.390
-181.247, -31.361, 12.627, 22.423
-181.261, -31.783, 12.671, 22.456
-181.274, -32.206, 12.713, 22.489
-181.290, -32.630, 12.755, 22.522
-181.302, -33.056, 12.795, 22.555
-181.310, -33.483, 12.828, 22.588
-181.317, -33.912, 12.872, 22.621
-181.321, -34.342, 12.917, 22.654
-181.322, -34.774, 12.961, 22.687
-181.323, -35.207, 13.008, 22.720
-181.320, -35.642, 13.049, 22.753
-181.316, -36.078, 13.095, 22.786
-181.309, -36.515, 13.138, 22.819
-181.300, -36.954, 13.185, 22.852
-181.291, -37.395, 13.232, 22.885
-181.278, -37.837, 13.275, 22.918
-181.265, -38.280, 13.321, 22.951
-181.250, -38.725, 13.366, 22.984
-181.234, -39.172, 13.413, 23.017
-181.217, -39.620, 13.460, 23.050
